title,author,urls,avg_rating,num_ratings,date_published,booktok_popularity
"Priest (Priest, #1)",Sierra Simone,https://www.goodreads.com/book/show/25507389-priest,3.78,"                48,294",2015,148
"Blood & Honey (Serpent & Dove, #2)",Shelby Mahurin,https://www.goodreads.com/book/show/40550366-blood-honey,3.57,"                72,086",2020,149
"Legendary (Caraval, #2)",Stephanie Garber,https://www.goodreads.com/book/show/36329818-legendary,4.23,"                111,138",2018,150
Spy Dust (Hardcover),Laureline Ducros,https://www.goodreads.com/book/show/61153810-spy-dust,4.54,                166,hed ,151
"Kingdom of the Cursed (Kingdom of the Wicked, #2)",Kerri Maniscalco,https://www.goodreads.com/book/show/52772417-kingdom-of-the-cursed,4.26,"                59,781",2021,152
"American Queen (New Camelot Trilogy, #1)",Sierra Simone,https://www.goodreads.com/book/show/30314992-american-queen,3.97,"                25,144",2016,153
"Girl, Serpent, Thorn (Hardcover)",Melissa Bashardoust,https://www.goodreads.com/book/show/51182650-girl-serpent-thorn,3.70,"                25,918",2020,154
"Iron Widow (Iron Widow, #1)",Xiran Jay Zhao,https://www.goodreads.com/book/show/52459864-iron-widow,4.22,"                34,696",2021,155
"The Score (Off-Campus, #3)",Elle Kennedy,https://www.goodreads.com/book/show/27252717-the-score,4.22,"                167,638",2016,156
"Children of Blood and Bone (Legacy of Orïsha, #1)",Tomi Adeyemi,https://www.goodreads.com/book/show/34728667-children-of-blood-and-bone,4.10,"                198,719",2018,157
House of Salt and Sorrows (Hardcover),Erin A. Craig,https://www.goodreads.com/book/show/39679076-house-of-salt-and-sorrows,3.93,"                58,339",2019,158
"The Roommate (The Shameless Series, #1)",Rosie Danan,https://www.goodreads.com/book/show/45023611-the-roommate,3.68,"                60,133",2020,159
In Five Years (Hardcover),Rebecca Serle,https://www.goodreads.com/book/show/50093704-in-five-years,3.82,"                288,353",2020,160
"The Mistake (Off-Campus, #2)",Elle Kennedy,https://www.goodreads.com/book/show/25564665-the-mistake,4.07,"                193,058",2015,161
"There Are No Saints (Sinners Duet, #1)",Sophie Lark,https://www.goodreads.com/book/show/59009928-there-are-no-saints,3.88,"                22,449",2021,162
"The Hawthorne Legacy (The Inheritance Games, #2)",Jennifer Lynn Barnes,https://www.goodreads.com/book/show/50531218-the-hawthorne-legacy,4.25,"                90,962",2021,163
"Tower of Dawn (Throne of Glass, #6)",Sarah J. Maas,https://www.goodreads.com/book/show/31450852-tower-of-dawn,4.28,"                222,974",2017,164
"Hook, Line, and Sinker (Bellinger Sisters, #2)",Tessa Bailey,https://www.goodreads.com/book/show/58283080-hook-line-and-sinker,4.11,"                80,814",2022,165
Brutal Prince (Brutal Birthright #1),Sophie Lark,https://www.goodreads.com/book/show/54278218-brutal-prince,3.93,"                45,570",2020,166
"Ice Planet Barbarians (Ice Planet Barbarians, #1)",Ruby Dixon,https://www.goodreads.com/book/show/25128811-ice-planet-barbarians,3.69,"                64,077",2015,167
Regretting You (Kindle Edition),Colleen Hoover,https://www.goodreads.com/book/show/44582454-regretting-you,4.23,"                201,679",2019,168
Wilder Girls (Hardcover),Rory Power,https://www.goodreads.com/book/show/42505366-wilder-girls,3.49,"                65,136",2019,169
"Savage Lands (Savage Lands, #1)",Stacey Marie Brown,https://www.goodreads.com/book/show/54801674-savage-lands,4.17,"                14,305",2020,170
"Her Soul to Take (Souls Trilogy, #1)",Harley Laroux,https://www.goodreads.com/book/show/57091457-her-soul-to-take,4.07,"                18,297",2021,171
The Vanishing Half (Hardcover),Brit Bennett,https://www.goodreads.com/book/show/51791252-the-vanishing-half,4.19,"                572,306",2020,172
"Ignite Me (Shatter Me, #3)",Tahereh Mafi,https://www.goodreads.com/book/show/13188676-ignite-me,4.43,"                227,049",2014,173
Book Lovers (Hardcover),Emily Henry,https://www.goodreads.com/book/show/58690308-book-lovers,4.42,"                123,195",2022,174
The Dare (Kindle Edition),Harley Laroux,https://www.goodreads.com/book/show/56635834-the-dare,3.41,"                38,925",2019,175
"Call Me By Your Name (Call Me By Your Name, #1)",André Aciman,https://www.goodreads.com/book/show/36336078-call-me-by-your-name,4.14,"                357,365",2007,176
"A Touch of Ruin (Hades & Persephone, #2)",Scarlett St. Clair,https://www.goodreads.com/book/show/53143734-a-touch-of-ruin,3.83,"                48,187",2020,177
"She Who Became the Sun (The Radiant Emperor, #1)",Shelley Parker-Chan,https://www.goodreads.com/book/show/48727813-she-who-became-the-sun,3.94,"                26,972",2021,178
This Is Where It Ends (Hardcover),Marieke Nijkamp,https://www.goodreads.com/book/show/24529123-this-is-where-it-ends,3.69,"                93,407",2016,179
"Clockwork Angel (The Infernal Devices, #1)",Cassandra Clare,https://www.goodreads.com/book/show/7171637-clockwork-angel,4.31,"                766,737",2010,180
"The Chase (Briar U, #1)",Elle Kennedy,https://www.goodreads.com/book/show/34851664-the-chase,3.92,"                96,366",2018,181
"Anna and the French Kiss (Anna and the French Kiss, #1)",Stephanie Perkins,https://www.goodreads.com/book/show/6936382-anna-and-the-french-kiss,3.99,"                421,104",2010,182
"How the King of Elfhame Learned to Hate Stories (The Folk of the Air, #3.5)",Holly Black,https://www.goodreads.com/book/show/53439886-how-the-king-of-elfhame-learned-to-hate-stories,4.24,"                95,187",2020,183
Today Tonight Tomorrow (Hardcover),Rachel Lynn Solomon,https://www.goodreads.com/book/show/52766407-today-tonight-tomorrow,4.20,"                35,746",2020,184
"Beautiful World, Where Are You (Hardcover)",Sally Rooney,https://www.goodreads.com/book/show/56597885-beautiful-world-where-are-you,3.62,"                194,753",2021,185
The Cheat Sheet (Kindle Edition),Sarah Adams,https://www.goodreads.com/book/show/58100280-the-cheat-sheet,3.77,"                58,084",2021,186
My Year of Rest and Relaxation (Paperback),Ottessa Moshfegh,https://www.goodreads.com/book/show/44279110-my-year-of-rest-and-relaxation,3.74,"                182,801",2018,187
Archer's Voice (ebook),Mia Sheridan,https://www.goodreads.com/book/show/32822135-archer-s-voice,4.35,"                139,320",2014,188
"Realm Breaker (Realm Breaker, #1)",Victoria Aveyard,https://www.goodreads.com/book/show/54513688-realm-breaker,3.67,"                17,816",2021,189
"Finale (Caraval, #3)",Stephanie Garber,https://www.goodreads.com/book/show/40381392-finale,4.20,"                85,167",2019,190
Honey Girl (Kindle Edition),Morgan Rogers,https://www.goodreads.com/book/show/49362138-honey-girl,3.76,"                29,702",2021,191
"Truly Devious (Truly Devious, #1)",Maureen Johnson,https://www.goodreads.com/book/show/29589074-truly-devious,4.00,"                97,227",2018,192
"The Risk (Mindf*ck, #1)",S.T. Abby,https://www.goodreads.com/book/show/33131867-the-risk,4.31,"                52,607",2016,193
An Enchantment of Ravens (Hardcover),Margaret Rogerson,https://www.goodreads.com/book/show/30969741-an-enchantment-of-ravens,3.65,"                68,411",2017,194
"Unravel Me (Shatter Me, #2)",Tahereh Mafi,https://www.goodreads.com/book/show/13104080-unravel-me,4.19,"                270,509",2013,195
"A Song of Wraiths and Ruin (A Song of Wraiths and Ruin, #1)",Roseanne A. Brown,https://www.goodreads.com/book/show/49629448-a-song-of-wraiths-and-ruin,3.99,"                14,366",2020,196
"Raybearer (Raybearer, #1)",Jordan Ifueko,https://www.goodreads.com/book/show/50158128-raybearer,4.39,"                18,374",2020,197
On Earth We're Briefly Gorgeous (Hardcover),Ocean Vuong,https://www.goodreads.com/book/show/41880609-on-earth-we-re-briefly-gorgeous,4.05,"                172,868",2019,198
Conversations with Friends (Kindle Edition),Sally Rooney,https://www.goodreads.com/book/show/32187419-conversations-with-friends,3.83,"                290,973",2017,199
"All the Stars and Teeth (All the Stars and Teeth, #1)",Adalyn Grace,https://www.goodreads.com/book/show/38325332-all-the-stars-and-teeth,3.70,"                22,757",2020,200
"King of Battle and Blood (Adrian x Isolde, #1)",Scarlett St. Clair,https://www.goodreads.com/book/show/56651967-king-of-battle-and-blood,3.85,"                29,940",2021,201
"Our Violent Ends (These Violent Delights, #2)",Chloe Gong,https://www.goodreads.com/book/show/44084762-our-violent-ends,4.46,"                30,081",2021,202
"The Assassin's Blade (Throne of Glass, #0.1-0.5)",Sarah J. Maas,https://www.goodreads.com/book/show/18243700-the-assassin-s-blade,4.34,"                234,765",2014,203
"A Deadly Education (The Scholomance, #1)",Naomi Novik,https://www.goodreads.com/book/show/50548197-a-deadly-education,4.01,"                91,022",2020,204
"The Bear and the Nightingale (The Winternight Trilogy, #1)",Katherine Arden,https://www.goodreads.com/book/show/25489134-the-bear-and-the-nightingale,4.10,"                162,614",2017,205
The 7½ Deaths of Evelyn Hardcastle (Hardcover),Stuart Turton,https://www.goodreads.com/book/show/36337550-the-7-deaths-of-evelyn-hardcastle,3.88,"                236,748",2018,206
"Fortuna Sworn (Fortuna Sworn, #1)",K.J. Sutton,https://www.goodreads.com/book/show/44414927-fortuna-sworn,3.65,"                10,918",2019,207
"Bound by Honor (Born in Blood Mafia Chronicles, #1)",Cora Reilly,https://www.goodreads.com/book/show/51525075-bound-by-honor,3.90,"                70,279",2014,208
You Deserve Each Other (Kindle Edition),Sarah Hogle,https://www.goodreads.com/book/show/50027029-you-deserve-each-other,3.95,"                65,123",2020,209
"Things We Never Got Over (Knockemout, #1)",Lucy Score,https://www.goodreads.com/book/show/60060431-things-we-never-got-over,4.34,"                71,623",hed ,210
"The Summer I Turned Pretty (Summer, #1)",Jenny Han,https://www.goodreads.com/book/show/5821978-the-summer-i-turned-pretty,3.89,"                231,221",2009,211
"Glass Sword (Red Queen, #2)",Victoria Aveyard,https://www.goodreads.com/book/show/23174274-glass-sword,3.84,"                283,836",2016,212
"Fix Her Up (Hot & Hammered, #1)",Tessa Bailey,https://www.goodreads.com/book/show/39854434-fix-her-up,3.65,"                76,007",2019,213
"The Final Empire (Mistborn, #1)",Brandon Sanderson,https://www.goodreads.com/book/show/68428.The_Final_Empire,4.46,"                512,173",2006,214
"Aurora Rising (The Aurora Cycle, #1)",Amie Kaufman,https://www.goodreads.com/book/show/30075662-aurora-rising,4.13,"                54,040",2019,215
A Thousand Splendid Suns (Hardcover),Khaled Hosseini,https://www.goodreads.com/book/show/128029.A_Thousand_Splendid_Suns,4.40,"                1,332,814",2007,216
"Pestilence (The Four Horsemen, #1)",Laura Thalassa,https://www.goodreads.com/book/show/41831210-pestilence,3.92,"                57,922",2018,217
"The Young Elites (The Young Elites, #1)",Marie Lu,https://www.goodreads.com/book/show/20821111-the-young-elites,3.88,"                126,618",2014,218
My Dark Vanessa (Hardcover),Kate Elizabeth Russell,https://www.goodreads.com/book/show/44890081-my-dark-vanessa,4.07,"                201,838",2020,219
Looking for Alaska (Paperback),John Green,https://www.goodreads.com/book/show/99561.Looking_for_Alaska,3.99,"                1,360,369",2005,220
"Maybe Someday (Maybe, #1)",Colleen Hoover,https://www.goodreads.com/book/show/24445517-maybe-someday,4.20,"                247,720",2014,221
"The One (The Selection, #3)",Kiera Cass,https://www.goodreads.com/book/show/18635016-the-one,4.17,"                547,491",2014,222
"Games We Play (One Night, #1)",Dana Isaly,https://www.goodreads.com/book/show/58233776-games-we-play,3.60,"                31,247",2021,223
"The Ex Hex (The Ex Hex, #1)",Erin Sterling,https://www.goodreads.com/book/show/56554626-the-ex-hex,3.56,"                77,867",2021,224
"Once Upon a Broken Heart (Once Upon a Broken Heart, #1)",Stephanie Garber,https://www.goodreads.com/book/show/55987278-once-upon-a-broken-heart,4.15,"                43,342",2021,225
Last Night at the Telegraph Club (Hardcover),Malinda Lo,https://www.goodreads.com/book/show/35224992-last-night-at-the-telegraph-club,4.28,"                31,168",2021,226
"A Touch of Malice (Hades & Persephone, #3)",Scarlett St. Clair,https://www.goodreads.com/book/show/55604481-a-touch-of-malice,4.00,"                28,606",2021,227
"Nevernight (The Nevernight Chronicle, #1)",Jay Kristoff,https://www.goodreads.com/book/show/26114463-nevernight,4.22,"                75,620",2016,228
"Bully (Fall Away, #1)",Penelope Douglas,https://www.goodreads.com/book/show/20803953-bully,3.96,"                150,582",2013,229
"The Elite (The Selection, #2)",Kiera Cass,https://www.goodreads.com/book/show/16248068-the-elite,3.97,"                615,905",2013,230
"Six Crimson Cranes (Six Crimson Cranes, #1)",Elizabeth Lim,https://www.goodreads.com/book/show/53457092-six-crimson-cranes,4.29,"                27,296",2021,231
Every Last Word (Hardcover),Tamara Ireland Stone,https://www.goodreads.com/book/show/23341894-every-last-word,4.27,"                59,181",2015,232
The Perks of Being a Wallflower (Paperback),Stephen Chbosky,https://www.goodreads.com/book/show/22628.The_Perks_of_Being_a_Wallflower,4.22,"                1,515,140",1999,233
"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",Laini Taylor,https://www.goodreads.com/book/show/8490112-daughter-of-smoke-bone,3.99,"                349,632",2011,234
Lovely War (Hardcover),Julie Berry,https://www.goodreads.com/book/show/44107480-lovely-war,4.25,"                41,628",2019,235
"Carry On (Simon Snow, #1)",Rainbow Rowell,https://www.goodreads.com/book/show/32768522-carry-on,4.20,"                272,211",2015,236
"Good Girl, Bad Blood (A Good Girl's Guide to Murder, #2)",Holly Jackson,https://www.goodreads.com/book/show/51335759-good-girl-bad-blood,4.38,"                105,085",2020,237
"Gods & Monsters (Serpent & Dove, #3)",Shelby Mahurin,https://www.goodreads.com/book/show/52535769-gods-monsters,4.05,"                30,238",2021,238
"War Storm (Red Queen, #4)",Victoria Aveyard,https://www.goodreads.com/book/show/27188596-war-storm,3.86,"                120,887",2018,239
"King's Cage (Red Queen, #3)",Victoria Aveyard,https://www.goodreads.com/book/show/30226723-king-s-cage,3.95,"                190,694",2017,240
"Daughter of the Siren Queen (Daughter of the Pirate King, #2)",Tricia Levenseller,https://www.goodreads.com/book/show/36682619-daughter-of-the-siren-queen,4.12,"                63,508",2018,241
"The War of Two Queens (Blood and Ash, #4)",Jennifer L. Armentrout,https://www.goodreads.com/book/show/57815107-the-war-of-two-queens,4.06,"                50,837",2022,242
"The Goal (Off-Campus, #4)",Elle Kennedy,https://www.goodreads.com/book/show/32315591-the-goal,4.00,"                112,872",2016,243
"House of Sky and Breath (Crescent City, #2)",Sarah J. Maas,https://www.goodreads.com/book/show/40132775-house-of-sky-and-breath,4.54,"                109,397",2022,244
Alone With You in the Ether (Kindle Edition),Olivie Blake,https://www.goodreads.com/book/show/54208009-alone-with-you-in-the-ether,4.31,"                10,034",2020,245
Marriage for One (Kindle Edition),Ella Maise,https://www.goodreads.com/book/show/45694898-marriage-for-one,3.95,"                49,676",2019,246
"The Iron King (The Iron Fey, #1)",Julie Kagawa,https://www.goodreads.com/book/show/6644117-the-iron-king,3.88,"                207,167",2010,247
"The Fifth Season (The Broken Earth, #1)",N.K. Jemisin,https://www.goodreads.com/book/show/19161852-the-fifth-season,4.32,"                204,301",2015,248
"Three Dark Crowns (Three Dark Crowns, #1)",Kendare Blake,https://www.goodreads.com/book/show/28374007-three-dark-crowns,3.82,"                97,356",2016,249
"Vow of Thieves (Dance of Thieves, #2)",Mary E. Pearson,https://www.goodreads.com/book/show/34196663-vow-of-thieves,4.39,"                28,251",2019,250
Heart Bones (Kindle Edition),Colleen Hoover,https://www.goodreads.com/book/show/51007311-heart-bones,4.36,"                139,665",2020,251
Josh and Hazel's Guide to Not Dating (Paperback),Christina Lauren,https://www.goodreads.com/book/show/40189670-josh-and-hazel-s-guide-to-not-dating,4.02,"                101,272",2018,252
"The Risk (Briar U, #2)",Elle Kennedy,https://www.goodreads.com/book/show/41032121-the-risk,4.30,"                77,664",2019,253
"Wicked Saints (Something Dark and Holy, #1)",Emily A. Duncan,https://www.goodreads.com/book/show/36118682-wicked-saints,3.57,"                26,877",2019,254
"Girls of Paper and Fire (Girls of Paper and Fire, #1)",Natasha Ngan,https://www.goodreads.com/book/show/34433755-girls-of-paper-and-fire,3.82,"                43,722",2018,255
To Love Jason Thorn (Kindle Edition),Ella Maise,https://www.goodreads.com/book/show/58762117-to-love-jason-thorn,3.87,"                69,490",2015,256
All Rhodes Lead Here (Kindle Edition),Mariana Zapata,https://www.goodreads.com/book/show/57605091-all-rhodes-lead-here,4.38,"                55,639",2021,257
House of Hollow (Hardcover),Krystal Sutherland,https://www.goodreads.com/book/show/54613751-house-of-hollow,4.08,"                34,796",2021,258
"One of Us Is Next (One of Us Is Lying, #2)",Karen M. McManus,https://www.goodreads.com/book/show/44654627-one-of-us-is-next,3.99,"                139,074",2020,259
Mexican Gothic (Hardcover),Silvia Moreno-Garcia,https://www.goodreads.com/book/show/53152636-mexican-gothic,3.68,"                235,253",2020,260
"Hopeless (Hopeless, #1)",Colleen Hoover,https://www.goodreads.com/book/show/15717943-hopeless,4.28,"                343,033",2012,261
"The Beautiful (The Beautiful, #1)",Renée Ahdieh,https://www.goodreads.com/book/show/42265183-the-beautiful,3.67,"                28,039",2019,262
"Fighting Destiny (The Fae Chronicles, #1)",Amelia Hutchins,https://www.goodreads.com/book/show/17927559-fighting-destiny,3.99,"                39,192",2013,263
"The Flatshare (The Flatshare, #1)",Beth O'Leary,https://www.goodreads.com/book/show/36478784-the-flatshare,4.06,"                248,447",2019,264
"Vicious (Sinners of Saint, #1)",L.J. Shen,https://www.goodreads.com/book/show/30839185-vicious,4.02,"                105,943",2016,265
"Terms and Conditions (Dreamland Billionaires, #2)",Lauren Asher,https://www.goodreads.com/book/show/58353827-terms-and-conditions,4.30,"                47,601",hed ,266
Kulti (Kindle Edition),Mariana Zapata,https://www.goodreads.com/book/show/24044596-kulti,4.32,"                84,793",2015,267
The Soulmate Equation (Paperback),Christina Lauren,https://www.goodreads.com/book/show/58438593-the-soulmate-equation,4.04,"                107,119",2021,268
A Thousand Ships (Hardcover),Natalie Haynes,https://www.goodreads.com/book/show/53487148-a-thousand-ships,4.11,"                37,237",2019,269
"Deviant King (Royal Elite, #1)",Rina Kent,https://www.goodreads.com/book/show/53180698-deviant-king,4.09,"                29,619",2019,270
This Is How You Lose the Time War (Kindle Edition),Amal El-Mohtar,https://www.goodreads.com/book/show/43352954-this-is-how-you-lose-the-time-war,3.96,"                88,673",2019,271
"Hate (Madison Kate, #1)",Tate James,https://www.goodreads.com/book/show/48642680-hate,4.29,"                27,491",2020,272
"Restore Me (Shatter Me, #4)",Tahereh Mafi,https://www.goodreads.com/book/show/34992929-restore-me,4.16,"                91,898",2018,273
A Not So Meet Cute,Meghan Quinn,https://www.goodreads.com/book/show/58995736-a-not-so-meet-cute,4.16,"                41,165",2021,274
"Defy the Night (Defy the Night, #1)",Brigid Kemmerer,https://www.goodreads.com/book/show/50022883-defy-the-night,4.23,"                17,527",2021,275
One True Loves (Kindle Edition),Taylor Jenkins Reid,https://www.goodreads.com/book/show/27189194-one-true-loves,4.07,"                103,163",2016,276
"For the Wolf (Wilderwood, #1)",Hannah F. Whitten,https://www.goodreads.com/book/show/53418394-for-the-wolf,3.67,"                20,543",2021,277
"Heartstopper: Volume Two (Heartstopper, #2)",Alice Oseman,https://www.goodreads.com/book/show/43307358-heartstopper,4.61,"                246,751",2019,278
Confess (Paperback),Colleen Hoover,https://www.goodreads.com/book/show/34324605-confess,4.21,"                208,558",2015,279
Counting Down with You (Hardcover),Tashie Bhuiyan,https://www.goodreads.com/book/show/49399658-counting-down-with-you,4.11,"                13,553",2021,280
The Goldfinch (Hardcover),Donna Tartt,https://www.goodreads.com/book/show/17333223-the-goldfinch,3.93,"                816,799",2013,281
The Once and Future Witches (Hardcover),Alix E. Harrow,https://www.goodreads.com/book/show/49504061-the-once-and-future-witches,4.07,"                50,908",2020,282
"Imagine Me (Shatter Me, #6)",Tahereh Mafi,https://www.goodreads.com/book/show/44054122-imagine-me,3.92,"                55,649",2020,283
"Defy Me (Shatter Me, #5)",Tahereh Mafi,https://www.goodreads.com/book/show/34992959-defy-me,4.23,"                72,003",2019,284
I'll Give You the Sun (Hardcover),Jandy Nelson,https://www.goodreads.com/book/show/20820994-i-ll-give-you-the-sun,4.15,"                302,401",2014,285
"Strange the Dreamer (Strange the Dreamer, #1)",Laini Taylor,https://www.goodreads.com/book/show/28449207-strange-the-dreamer,4.28,"                104,964",2017,286
"City of Bones (The Mortal Instruments, #1)",Cassandra Clare,https://www.goodreads.com/book/show/256683.City_of_Bones,4.08,"                1,828,611",2007,287
"Electric Idol (Dark Olympus, #2)",Katee Robert,https://www.goodreads.com/book/show/57661359-electric-idol,4.05,"                25,624",2022,288
All He'll Ever Be (Merciless #1-4),W. Winters,https://www.goodreads.com/book/show/52050087-all-he-ll-ever-be,3.68,"                2,524",hed ,289
"Exodus (The Ravenhood, #2)",Kate Stewart,https://www.goodreads.com/book/show/53312623-exodus,4.42,"                41,693",2020,290
"As Good As Dead (A Good Girl's Guide to Murder, #3)",Holly Jackson,https://www.goodreads.com/book/show/56905097-as-good-as-dead,4.19,"                59,020",2021,291
